sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,parameter_2_name,parameter_2_value
i6yez3yx,phomene,bmlp,"[100,30]",normal,1,0.8649398684501648,trainer_callbacks_early_stop_enable,True,trainer_callbacks_patience,120
i6yez3yx,phomene,bmlp,"[100,30]",normal,2,0.8649398684501648,trainer_callbacks_early_stop_enable,True,trainer_callbacks_patience,70
