sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,parameter_2_name,parameter_2_value,test_accuracy
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,1,0.8908418416976929,loss_alpha,-0.0592157391000635,estimator_reg_coef_value,1.4237822790267265,0.871415376663208
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,2,0.88899165391922,loss_alpha,-0.07573115658577245,estimator_reg_coef_value,1.652727175112534,0.8788158893585205
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,3,0.88899165391922,loss_alpha,-0.013843232733558477,estimator_reg_coef_value,0.23045464638694815,0.8723404407501221
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,4,0.88899165391922,loss_alpha,-0.14710588609683306,estimator_reg_coef_value,1.9595495685499047,0.8723404407501221
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,5,0.8880665898323059,loss_alpha,-0.115721159895679,estimator_reg_coef_value,2.0463178526171006,0.8667899966239929
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,6,0.8880665898323059,loss_alpha,-0.08466725951787601,estimator_reg_coef_value,1.461178706434243,0.8741905689239502
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,7,0.8871415257453918,loss_alpha,-0.07340175361183043,estimator_reg_coef_value,2.232463428748813,0.8732655048370361
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,8,0.8871415257453918,loss_alpha,-0.08371769155278819,estimator_reg_coef_value,1.2930491216420936,0.8797409534454346
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,9,0.8862164616584778,loss_alpha,-0.020983454302581417,estimator_reg_coef_value,0.11742129443742436,0.8603145480155945
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,10,0.8852913975715637,loss_alpha,-0.08046177661099585,estimator_reg_coef_value,0.27458851979798654,0.8797409534454346
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,11,0.8852913975715637,loss_alpha,-0.1658864590276664,estimator_reg_coef_value,2.249253788030351,0.8778908252716064
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,12,0.8852913975715637,loss_alpha,-0.10892989623243188,estimator_reg_coef_value,2.162514853667971,0.8640148043632507
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,13,0.8843663334846497,loss_alpha,-0.08518946601053023,estimator_reg_coef_value,2.2962961912150854,0.8741905689239502
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,14,0.8834412693977356,loss_alpha,-0.06390815822725926,estimator_reg_coef_value,1.7856758442784983,0.8723404407501221
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,15,0.8834412693977356,loss_alpha,-0.07193751092527323,estimator_reg_coef_value,2.024479427543208,0.8797409534454346
