sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,parameter_2_name,parameter_2_value,test_accuracy
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,16,0.8834412693977356,loss_alpha,-0.10481018831581423,estimator_reg_coef_value,1.939125354607936,0.8825162053108215
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,17,0.8834412693977356,loss_alpha,-0.05332957733533905,estimator_reg_coef_value,0.18787319120716645,0.8723404407501221
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,18,0.8834412693977356,loss_alpha,-0.010282006761963114,estimator_reg_coef_value,1.1443794594470194,0.8751156330108643
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,19,0.8834412693977356,loss_alpha,-0.1098277699024357,estimator_reg_coef_value,1.947113045334294,0.8843663334846497
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,20,0.8834412693977356,loss_alpha,-0.01966231784096406,estimator_reg_coef_value,0.20385493465994323,0.8741905689239502
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,21,0.8834412693977356,loss_alpha,-0.09925515487048175,estimator_reg_coef_value,1.600850238764277,0.8788158893585205
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,22,0.8825162053108215,loss_alpha,-0.1073321105223144,estimator_reg_coef_value,2.144314989318658,0.8751156330108643
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,23,0.8825162053108215,loss_alpha,-0.06934908298817044,estimator_reg_coef_value,0.18324949933273493,0.8667899966239929
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,24,0.8825162053108215,loss_alpha,-0.07214775934493489,estimator_reg_coef_value,1.9154636852445148,0.8760406970977783
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,25,0.8825162053108215,loss_alpha,-0.03266068868266958,estimator_reg_coef_value,1.2463211214767385,0.8815911412239075
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,26,0.8825162053108215,loss_alpha,-0.027718915354443152,estimator_reg_coef_value,2.2582501185476187,0.871415376663208
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,27,0.8825162053108215,loss_alpha,-0.019605891517559204,estimator_reg_coef_value,0.17376715910339988,0.868640124797821
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,28,0.8815911412239075,loss_alpha,-0.011282148854580454,estimator_reg_coef_value,0.31984187698849986,0.8760406970977783
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,29,0.8815911412239075,loss_alpha,-0.04525371999029659,estimator_reg_coef_value,0.1120866232146717,0.8751156330108643
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,30,0.8815911412239075,loss_alpha,-0.026810768887587377,estimator_reg_coef_value,1.8542279599116949,0.8667899966239929
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,31,0.8806660771369934,loss_alpha,-0.014606371143829122,estimator_reg_coef_value,1.420017981231426,0.871415376663208
9qfrmkis,phomene,bmlp,"[100,30]",scfe_regularization,32,0.8806660771369934,loss_alpha,-0.044023874223857895,estimator_reg_coef_value,1.355783182138154,0.871415376663208
