sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,parameter_2_name,parameter_2_value,test_accuracy
v50wr7lm,phomene,bmlp,"[100,30]",normal,1,0.8649398684501648,trainer_callbacks_early_stop_enable,True,trainer_callbacks_patience,120,0.8482885956764221
v50wr7lm,phomene,bmlp,"[100,30]",normal,2,0.8649398684501648,trainer_callbacks_early_stop_enable,True,trainer_callbacks_patience,70,0.8482885956764221
