sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,test_accuracy
stefhn93,phomene,bmlp,"[150, 1000, 150, 30]",l1normal,1,0.88899165391922,loss_alpha,0.0003259425511456537,0.871415376663208
