sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,test_accuracy
bi0m82xb,phomene,bmlp,"[150, 1000, 150, 30]",l2normal,1,0.7067530155181885,loss_alpha,0.1724851134992415,0.7067530155181885
bi0m82xb,phomene,bmlp,"[150, 1000, 150, 30]",l2normal,2,0.7067530155181885,loss_alpha,0.2442074723138747,0.7067530155181885
