sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value
d2b7lz28,phomene,bmlp,"[150, 1000, 150, 30]",normal,1,0.910268247127533,model_dropout,0.1994336535849976
d2b7lz28,phomene,bmlp,"[150, 1000, 150, 30]",normal,2,0.9084181189537048,model_dropout,0.41194364410361234
