sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,test_accuracy
tjbweraq,water,bmlp,"[100,30]",normal,1,0.7038167715072632,model_dropout,0.15570197798076593,0.6204268336296082
