sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,test_accuracy
cmlblhcn,water,bmlp,"[100,30]",l1normal,1,0.6900763511657715,loss_alpha,0.001196434790838154,0.6539633870124817
cmlblhcn,water,bmlp,"[100,30]",l1normal,2,0.6854962110519409,loss_alpha,0.001092150369731994,0.6539633870124817
