sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,test_accuracy
772wyy1u,water,bmlp,"[100,30]",l2normal,1,0.70534348487854,loss_alpha,0.0023951039834959123,0.6554877758026123
