sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,test_accuracy
tjbweraq,water,bmlp,"[100,30]",normal,1,0.7038167715072632,model_dropout,0.15570197798076593,0.6204268336296082
tjbweraq,water,bmlp,"[100,30]",normal,2,0.6977099180221558,model_dropout,0.1556806760993635,0.6310975551605225
