sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,test_accuracy
betogsgm,water,bmlp,"[150, 1000, 150, 30]",l2normal,2,0.6793892979621887,loss_alpha,0.0016095777297807782,0.5945122241973877
