sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,parameter_2_name,parameter_2_value,test_accuracy
x4fj4dx6,water,bmlp,"[150, 1000, 150, 30]",normal,2,0.676335871219635,trainer_callbacks_early_stop_enable,True,trainer_callbacks_patience,50,0.6615853905677795
