sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value
ex2vtpch,water,bmlp,"[150, 1000, 150, 30]",l2normal,1,0.6809160113334656,loss_alpha,9.945835112461616e-06
ex2vtpch,water,bmlp,"[150, 1000, 150, 30]",l2normal,2,0.6793892979621887,loss_alpha,0.0016095777297807782
