sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,parameter_2_name,parameter_2_value,test_accuracy
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,12,0.6809160113334656,loss_alpha,-0.5962272791553362,estimator_reg_coef_value,1.0647347601234474,0.6204268336296082
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,13,0.6793892979621887,loss_alpha,-0.6611225018714102,estimator_reg_coef_value,1.6760032220316616,0.6417682766914368
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,14,0.6793892979621887,loss_alpha,-0.48912280225368754,estimator_reg_coef_value,1.0523732314784315,0.6371951103210449
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,15,0.6778625845909119,loss_alpha,-0.5047351457619238,estimator_reg_coef_value,2.282935246851082,0.6371951103210449
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,16,0.6778625845909119,loss_alpha,-0.8662118539744612,estimator_reg_coef_value,2.2566522439509953,0.6478658318519592
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,17,0.6778625845909119,loss_alpha,-0.8615157245890351,estimator_reg_coef_value,2.090551620015944,0.6280487775802612
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,18,0.676335871219635,loss_alpha,-0.5792207337965048,estimator_reg_coef_value,1.57575555617471,0.6310975551605225
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,19,0.6748091578483582,loss_alpha,-0.5950612520659486,estimator_reg_coef_value,0.8508900094617132,0.6097561120986938
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,20,0.6748091578483582,loss_alpha,-0.997163394260175,estimator_reg_coef_value,2.2543919435142885,0.6463414430618286
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,21,0.6748091578483582,loss_alpha,-0.23947337481302744,estimator_reg_coef_value,1.4261329443679212,0.6295731663703918
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,22,0.6748091578483582,loss_alpha,-0.449904747913312,estimator_reg_coef_value,0.4058868139963272,0.6387194991111755
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,23,0.6732824444770813,loss_alpha,-0.0732552285949174,estimator_reg_coef_value,0.8784581177424443,0.625
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,24,0.6732824444770813,loss_alpha,-0.20766352165155044,estimator_reg_coef_value,0.24778089143812243,0.6432926654815674
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,25,0.6732824444770813,loss_alpha,-0.4898841173826579,estimator_reg_coef_value,0.9534153275739272,0.6402438879013062
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,26,0.6732824444770813,loss_alpha,-0.23999433447185417,estimator_reg_coef_value,1.3018720776422903,0.6082317233085632
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,27,0.6732824444770813,loss_alpha,-0.48110834069872566,estimator_reg_coef_value,2.0140835744910492,0.6478658318519592
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,28,0.6732824444770813,loss_alpha,-0.47542988253198326,estimator_reg_coef_value,1.5943170824999082,0.6478658318519592
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,29,0.6732824444770813,loss_alpha,-0.6399307687185549,estimator_reg_coef_value,0.9180647003545612,0.6097561120986938
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,30,0.6732824444770813,loss_alpha,-0.16078823221715122,estimator_reg_coef_value,1.11539046248727,0.6356707215309143
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,31,0.6732824444770813,loss_alpha,-0.4915107714151692,estimator_reg_coef_value,2.1118050139644375,0.6402438879013062
04nwdiz7,water,bmlp,"[150, 1000, 150, 30]",scfe_regularization,32,0.6717557311058044,loss_alpha,-0.5009486502029827,estimator_reg_coef_value,1.6122168975031137,0.6402438879013062
