sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,test_accuracy
0oq5dryu,water,bmlp,"[150, 1000, 150, 30]",normal,2,0.6885496377944946,model_dropout,0.6754061411602905,0.5990853905677795
