id, data, preprocessing.poly_features_degree, trainer_default.max_epochs, model, model.hidden_layers, loss, model.dropout_range
05_tuning_higgs_mlps_dropout, higgs_reduced, 1, 200, bmlp, [100, 30], normal, [0.0,0.9]
10_tuning_higgs_mlpb_dropout, higgs_reduced, 1, 200, bmlp, [150,1000,150, 30], normal, [0.0,0.9]
