sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,test_accuracy
txhemhcc,higgs_reduced,bmlp,"[150, 1000, 150, 30]",normal,1,0.7390750050544739,model_dropout,0.418279984598333,0.7302500009536743
txhemhcc,higgs_reduced,bmlp,"[150, 1000, 150, 30]",normal,2,0.7384750247001648,model_dropout,0.4752936902677664,0.7266250252723694
