sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,parameter_2_name,parameter_2_value,test_accuracy
oyfp182c,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,1,0.7249000072479248,loss_alpha,-0.48769261263633334,estimator_reg_coef_value,2.213016051368179,0.7293750047683716
oyfp182c,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,2,0.7228249907493591,loss_alpha,-0.42806146480991025,estimator_reg_coef_value,1.9954405049972863,0.7309499979019165
oyfp182c,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,3,0.7218000292778015,loss_alpha,-0.36483825824606586,estimator_reg_coef_value,1.1527439305322758,0.7264000177383423
oyfp182c,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,4,0.7215999960899353,loss_alpha,-0.4391350132941281,estimator_reg_coef_value,2.0314145986009193,0.7324249744415283
oyfp182c,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,5,0.7215499877929688,loss_alpha,-0.46156346383701297,estimator_reg_coef_value,2.259984218576827,0.7293000221252441
oyfp182c,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,6,0.7214249968528748,loss_alpha,-0.4755980535002716,estimator_reg_coef_value,2.1931894037024793,0.7307500243186951
oyfp182c,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,7,0.7213500142097473,loss_alpha,-0.4969016808122513,estimator_reg_coef_value,2.023637152641455,0.728600025177002
oyfp182c,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,8,0.7213249802589417,loss_alpha,-0.42155666747514375,estimator_reg_coef_value,1.913024937181886,0.7282249927520752
oyfp182c,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,9,0.7210999727249146,loss_alpha,-0.4604545773272633,estimator_reg_coef_value,2.055543431976648,0.7309499979019165
oyfp182c,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,10,0.7210000157356262,loss_alpha,-0.4598897631835612,estimator_reg_coef_value,2.225193388768529,0.7310000061988831
oyfp182c,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,11,0.7208499908447266,loss_alpha,-0.4519536549973574,estimator_reg_coef_value,2.2843798156198702,0.7290999889373779
oyfp182c,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,12,0.7207750082015991,loss_alpha,-0.47108480424185706,estimator_reg_coef_value,1.963248979912331,0.7282999753952026
