sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,parameter_2_name,parameter_2_value
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,1,0.7249000072479248,loss_alpha,-0.48769261263633334,estimator_reg_coef_value,2.213016051368179
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,2,0.7228249907493591,loss_alpha,-0.42806146480991025,estimator_reg_coef_value,1.9954405049972863
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,3,0.7218000292778015,loss_alpha,-0.36483825824606586,estimator_reg_coef_value,1.1527439305322758
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,4,0.7215999960899353,loss_alpha,-0.4391350132941281,estimator_reg_coef_value,2.0314145986009193
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,5,0.7215499877929688,loss_alpha,-0.46156346383701297,estimator_reg_coef_value,2.259984218576827
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,6,0.7214249968528748,loss_alpha,-0.4755980535002716,estimator_reg_coef_value,2.1931894037024793
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,7,0.7213500142097473,loss_alpha,-0.4969016808122513,estimator_reg_coef_value,2.023637152641455
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,8,0.7213249802589417,loss_alpha,-0.42155666747514375,estimator_reg_coef_value,1.913024937181886
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,9,0.7210999727249146,loss_alpha,-0.4604545773272633,estimator_reg_coef_value,2.055543431976648
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,10,0.7210000157356262,loss_alpha,-0.4598897631835612,estimator_reg_coef_value,2.225193388768529
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,11,0.7208499908447266,loss_alpha,-0.4519536549973574,estimator_reg_coef_value,2.2843798156198702
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,12,0.7207750082015991,loss_alpha,-0.47108480424185706,estimator_reg_coef_value,1.963248979912331
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,13,0.720674991607666,loss_alpha,-0.4454048623988211,estimator_reg_coef_value,2.0773440703017783
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,14,0.7206500172615051,loss_alpha,-0.43720981538345827,estimator_reg_coef_value,1.941815704206847
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,15,0.7205749750137329,loss_alpha,-0.49182715807103394,estimator_reg_coef_value,2.158114075050231
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,16,0.7203750014305115,loss_alpha,-0.4663314627662723,estimator_reg_coef_value,1.829130638972415
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,17,0.7203249931335449,loss_alpha,-0.5098360260402556,estimator_reg_coef_value,2.2791821140396804
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,18,0.720300018787384,loss_alpha,-0.32005965847374207,estimator_reg_coef_value,0.9220730959784654
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,19,0.7202500104904175,loss_alpha,-0.32754966875640457,estimator_reg_coef_value,1.192552897100892
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,20,0.7202249765396118,loss_alpha,-0.4364264999066031,estimator_reg_coef_value,1.867511625340093
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,21,0.7201499938964844,loss_alpha,-0.4764711895005975,estimator_reg_coef_value,2.271012153325869
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,22,0.7200499773025513,loss_alpha,-0.5416215307436274,estimator_reg_coef_value,2.28762019137277
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,23,0.7200499773025513,loss_alpha,-0.4314516153012975,estimator_reg_coef_value,2.043918822767945
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,24,0.7199249863624573,loss_alpha,-0.44332615508259865,estimator_reg_coef_value,1.6987970983877438
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,25,0.7199249863624573,loss_alpha,-0.5801518134478436,estimator_reg_coef_value,1.9711279113674995
tddumb6t,higgs_reduced,bmlp,"[150, 1000, 150, 30]",scfe_regularization,26,0.7198500037193298,loss_alpha,-0.3330605029812215,estimator_reg_coef_value,1.1035084709905365
