id, data, preprocessing.poly_features_degree, trainer_default.max_epochs, model, model.hidden_layers, loss, model.dropout_range
09_tuning_water_mlps_dropout, water, 6, 2000, bmlp, [100, 30], normal, [0.0,0.9]
14_tuning_water_mlpb_dropout, water, 6, 2000, bmlp, [150,1000,150, 30], normal, [0.0,0.9]
