sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,parameter_2_name,parameter_2_value
1vum4faw,higgs_reduced,bmlp,"[100,30]",normal,1,0.7302749752998352,trainer_callbacks_early_stop_enable,True,trainer_callbacks_patience,30
1vum4faw,higgs_reduced,bmlp,"[100,30]",normal,2,0.7267249822616577,trainer_callbacks_early_stop_enable,True,trainer_callbacks_patience,60
