sweep_id,dataset,model,model_hidden_layers,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,test_accuracy
cbtdio2h,higgs_reduced,bmlp,"[100,30]",normal,2,0.7234500050544739,model_dropout,0.049656869755833624,0.7212749719619751
