id, data, preprocessing.poly_features_degree, trainer_default.max_epochs, model, model.hidden_layers, loss, trainer.callbacks.early_stop_enable, trainer.callbacks.patience_start, trainer.callbacks.patience_end, trainer.callbacks.patience_step
04_tuning_cifar10_bresnet_earlystop, cifar10, , 200, bpreactresnet, , normal, True, 5, 180, 5
