sweep_id,dataset,preprocessor_poly_features_degree,model,loss,id,validation_accuracy,parameter_1_name,parameter_1_value
1r6l84df,phomene,11,logisticregression,l2normal,1,0.8603145480155945,loss_alpha,0.000101981138999573
1r6l84df,phomene,11,logisticregression,l2normal,2,0.8566142320632935,loss_alpha,0.0001464223258861936
