sweep_id,dataset,preprocessor_poly_features_degree,model,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,test_accuracy
klfg6cea,phomene,11,logisticregression,l2normal,2,0.8566142320632935,loss_alpha,0.0001464223258861936,0.8371877670288086
