sweep_id,dataset,preprocessor_poly_features_degree,model,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,parameter_2_name,parameter_2_value,test_accuracy
ry3t2iii,water,6,logisticregression,scfe_regularization,7,0.7022900581359863,loss_alpha,-0.2497681717096004,estimator_reg_coef_value,0.266868963910591,0.6524389982223511
ry3t2iii,water,6,logisticregression,scfe_regularization,27,0.6992366313934326,loss_alpha,-0.24942050446132225,estimator_reg_coef_value,0.29231214659590554,0.6524389982223511
ry3t2iii,water,6,logisticregression,scfe_regularization,2,0.7038167715072632,loss_alpha,-0.2690243594537942,estimator_reg_coef_value,0.3180138025733559,0.6509146094322205
ry3t2iii,water,6,logisticregression,scfe_regularization,11,0.7007633447647095,loss_alpha,-0.23004708955268127,estimator_reg_coef_value,0.25610329882974514,0.6509146094322205
