sweep_id,dataset,preprocessor_poly_features_degree,model,loss,id,validation_accuracy,parameter_1_name,parameter_1_value,test_accuracy
7hyp939r,water,6,logisticregression,l1normal,1,0.6916030645370483,loss_alpha,0.00186345506377551,0.6295731663703918
